"size","gender","age","edu","wealth"
13,"1",8,"1","3"
13,"1",6,"1","3"
13,"1",3,"0","3"
6,"1",1,"0","3"
7,"2",32,"0","1"
7,"1",11,"1","1"
7,"1",18,"1","4"
7,"1",15,"2","4"
6,"1",0,"0","2"
6,"1",9,"0","2"
6,"2",44,"0","4"
7,"2",4,"0","2"
7,"1",1,"0","2"
9,"1",3,"0","2"
9,"1",24,"0","2"
9,"2",22,"0","2"
9,"1",1,"0","2"
9,"1",2,"0","4"
9,"2",0,"0","4"
9,"1",17,"2","4"
9,"1",15,"1","4"
8,"1",28,"0","3"
8,"2",20,"0","3"
8,"2",4,"0","3"
8,"1",12,"1","2"
8,"2",10,"1","2"
8,"2",7,"1","2"
6,"2",4,"0","4"
8,"2",24,"2","3"
8,"2",8,"0","3"
8,"2",3,"0","3"
7,"2",5,"0","1"
7,"2",1,"0","1"
8,"1",4,"0","3"
8,"1",63,"0","3"
8,"2",59,"0","3"
7,"1",19,"2","3"
7,"1",16,"2","3"
7,"1",1,"0","4"
7,"2",52,"0","4"
7,"1",4,"0","3"
7,"1",2,"0","3"
9,"1",13,"1","2"
9,"1",11,"1","2"
9,"2",9,"1","2"
9,"2",5,"0","2"
11,"2",25,"0","3"
11,"2",3,"0","3"
11,"1",1,"0","3"
11,"2",18,"2","3"
11,"2",1,"0","3"
11,"2",70,"0","3"
6,"1",2,"0","2"
7,"1",8,"1","3"
7,"1",71,"0","3"
6,"1",11,"1","2"
7,"1",1,"0","3"
7,"2",18,"0","3"
7,"2",15,"2","3"
7,"1",13,"1","3"
10,"1",3,"0","3"
10,"1",25,"0","3"
10,"2",21,"2","3"
10,"1",3,"0","3"
10,"2",17,"2","3"
6,"1",4,"0","1"
7,"2",2,"0","2"
7,"2",15,"0","2"
7,"1",10,"1","3"
7,"1",20,"1","3"
6,"1",1,"0","2"
8,"1",8,"1","2"
8,"1",6,"0","2"
8,"1",1,"0","2"
6,"1",21,"2","3"
9,"1",8,"0","3"
9,"2",21,"1","3"
9,"1",2,"0","3"
9,"2",78,"0","3"
6,"2",66,"0","3"
10,"2",10,"1","3"
10,"1",6,"0","3"
10,"2",5,"0","3"
10,"2",3,"0","3"
10,"1",3,"0","3"
6,"2",0,"0","2"
7,"1",8,"1","3"
7,"1",6,"0","3"
6,"1",8,"0","2"
14,"2",4,"0","4"
14,"2",3,"0","4"
14,"1",35,"0","4"
14,"2",34,"0","4"
14,"1",18,"2","4"
14,"1",10,"1","4"
14,"1",27,"3","4"
14,"2",22,"0","4"
14,"1",2,"0","4"
7,"1",7,"0","3"
7,"2",4,"0","3"
6,"2",19,"3","4"
9,"2",3,"0","3"
9,"1",1,"0","3"
9,"2",20,"2","3"
9,"2",0,"0","3"
7,"2",3,"0","2"
7,"1",2,"0","2"
7,"1",1,"0","4"
7,"2",72,"0","4"
8,"2",3,"0","3"
8,"2",11,"1","3"
8,"1",8,"0","3"
6,"1",8,"0","3"
6,"2",65,"0","3"
8,"2",5,"1","4"
8,"2",3,"0","4"
8,"2",70,"0","4"
6,"1",4,"0","2"
6,"1",1,"0","3"
7,"2",9,"0","4"
7,"1",7,"0","4"
6,"2",15,"1","2"
14,"2",16,"2","4"
14,"1",38,"2","4"
14,"2",35,"0","4"
14,"1",8,"0","4"
14,"1",29,"2","4"
14,"2",23,"0","4"
14,"1",8,"0","4"
14,"1",5,"1","4"
14,"1",2,"0","4"
7,"2",12,"1","3"
7,"1",10,"0","3"
6,"1",17,"2","3"
13,"1",34,"2","4"
13,"2",29,"0","4"
13,"1",12,"1","4"
13,"1",9,"1","4"
13,"2",7,"1","4"
13,"1",30,"2","4"
13,"2",20,"2","4"
13,"2",0,"0","4"
8,"2",4,"0","4"
8,"2",0,"0","4"
8,"2",16,"1","4"
8,"2",0,"0","3"
8,"2",58,"0","3"
8,"2",2,"0","3"
8,"1",4,"0","3"
8,"1",3,"0","3"
8,"2",0,"0","3"
7,"1",3,"0","3"
7,"2",1,"0","3"
7,"2",24,"1","3"
7,"2",1,"0","3"
8,"2",22,"2","4"
8,"1",5,"0","4"
8,"1",3,"0","4"
9,"1",23,"1","3"
9,"2",21,"2","3"
9,"1",3,"0","3"
9,"1",0,"0","3"
9,"2",3,"0","3"
9,"1",1,"0","3"
9,"1",11,"1","3"
9,"1",8,"1","3"
6,"2",1,"0","3"
8,"1",2,"0","3"
8,"2",1,"0","3"
8,"2",59,"0","3"
6,"1",2,"0","3"
9,"1",7,"0","3"
9,"2",5,"1","3"
9,"1",73,"0","3"
9,"2",71,"0","3"
6,"1",1,"0","2"
10,"2",9,"1","3"
10,"2",6,"1","3"
10,"2",5,"1","3"
10,"1",3,"0","3"
10,"2",0,"0","3"
6,"2",31,"0","4"
6,"2",4,"0","2"
12,"1",11,"1","4"
12,"2",8,"1","4"
12,"1",6,"1","4"
12,"2",29,"0","4"
12,"2",4,"0","4"
12,"1",2,"0","4"
12,"1",95,"0","4"
8,"1",7,"0","2"
8,"2",4,"0","2"
8,"2",3,"0","2"
7,"1",7,"1","2"
7,"1",5,"0","2"
6,"1",7,"1","4"
7,"1",58,"1","3"
7,"2",55,"0","3"
7,"1",9,"1","3"
7,"1",7,"1","3"
7,"2",4,"0","3"
7,"1",2,"0","3"
9,"2",18,"2","3"
9,"1",14,"2","3"
9,"1",12,"1","3"
9,"1",10,"1","3"
8,"1",0,"0","4"
8,"1",17,"0","4"
8,"2",8,"1","4"
6,"2",73,"0","3"
7,"1",68,"0","2"
7,"2",65,"0","2"
6,"2",1,"0","3"
7,"1",0,"0","4"
7,"1",80,"0","4"
9,"2",23,"0","3"
9,"2",5,"0","3"
9,"2",3,"0","3"
9,"2",1,"0","3"
13,"2",14,"1","3"
13,"2",11,"1","3"
13,"2",9,"1","3"
13,"2",7,"1","3"
13,"1",4,"0","3"
13,"2",3,"0","3"
13,"1",0,"0","3"
13,"2",72,"0","3"
7,"2",15,"1","3"
7,"1",13,"1","3"
7,"2",15,"1","3"
7,"2",9,"1","3"
12,"1",42,"1","3"
12,"2",41,"0","3"
12,"2",18,"1","3"
12,"2",16,"2","3"
12,"1",10,"1","3"
12,"1",8,"1","3"
12,"1",5,"1","3"
6,"2",17,"2","3"
6,"1",3,"0","3"
15,"2",8,"1","4"
15,"2",6,"0","4"
15,"1",4,"0","4"
15,"2",2,"0","4"
15,"1",30,"1","4"
15,"2",20,"0","4"
15,"1",25,"2","4"
15,"2",20,"0","4"
15,"1",21,"0","4"
15,"2",80,"0","4"
12,"2",11,"1","2"
12,"1",9,"1","2"
12,"2",6,"0","2"
12,"1",5,"0","2"
12,"1",4,"0","2"
12,"2",3,"0","2"
12,"1",1,"0","2"
8,"2",4,"0","3"
8,"2",1,"0","3"
8,"2",76,"0","3"
7,"2",17,"1","4"
7,"2",12,"1","4"
7,"1",3,"0","3"
7,"1",1,"0","3"
6,"2",13,"1","3"
13,"2",17,"2","3"
13,"2",0,"0","3"
13,"2",17,"2","3"
13,"1",13,"0","3"
13,"2",26,"0","3"
13,"1",6,"1","3"
13,"2",4,"0","3"
13,"1",3,"0","3"
7,"1",5,"0","2"
7,"2",2,"0","2"
6,"1",81,"0","5"
7,"2",10,"1","4"
7,"2",8,"1","4"
9,"2",3,"0","3"
9,"2",25,"0","3"
9,"1",4,"0","3"
9,"1",0,"0","3"
8,"2",2,"0","3"
8,"1",1,"0","3"
8,"1",22,"0","3"
8,"2",3,"0","2"
8,"1",13,"1","2"
8,"1",7,"1","2"
6,"2",6,"0","3"
7,"1",1,"0","4"
7,"1",18,"2","4"
9,"2",12,"0","3"
9,"1",9,"1","3"
9,"2",7,"0","3"
9,"2",5,"0","3"
11,"1",8,"0","3"
11,"2",41,"0","3"
11,"1",14,"2","3"
11,"2",10,"1","3"
11,"1",7,"0","3"
11,"1",7,"0","3"
7,"2",2,"0","2"
7,"2",0,"0","2"
6,"1",18,"3","3"
10,"2",11,"1","2"
10,"2",19,"1","2"
10,"1",22,"1","2"
10,"2",3,"0","2"
10,"1",0,"0","2"
7,"2",30,"0","3"
7,"2",2,"0","3"
16,"1",35,"2","4"
16,"2",30,"0","4"
16,"1",11,"1","4"
16,"1",8,"1","4"
16,"1",6,"1","4"
16,"1",25,"2","4"
16,"2",23,"0","4"
16,"1",5,"0","4"
16,"2",4,"0","4"
16,"2",3,"0","4"
16,"1",0,"0","4"
6,"1",8,"0","2"
9,"2",10,"1","3"
9,"1",7,"0","3"
9,"2",4,"0","3"
9,"1",2,"0","3"
9,"2",12,"1","2"
9,"1",10,"1","2"
9,"2",9,"1","2"
9,"2",6,"1","2"
6,"2",0,"0","4"
9,"2",9,"0","4"
9,"1",70,"1","4"
9,"2",69,"0","4"
9,"1",30,"2","4"
6,"2",15,"1","3"
9,"2",1,"0","4"
9,"1",18,"2","4"
9,"1",12,"1","4"
9,"1",72,"0","4"
11,"1",10,"1","3"
11,"1",8,"1","3"
11,"2",30,"0","3"
11,"2",8,"1","3"
11,"1",6,"1","3"
11,"1",4,"0","3"
7,"1",5,"0","3"
7,"2",3,"0","3"
8,"2",1,"0","4"
8,"1",60,"0","4"
8,"2",50,"0","4"
12,"2",23,"0","3"
12,"1",8,"1","3"
12,"2",6,"0","3"
12,"2",4,"0","3"
12,"2",3,"0","3"
12,"2",0,"0","3"
12,"2",65,"0","3"
6,"2",2,"0","2"
9,"1",10,"0","2"
9,"1",8,"0","2"
9,"2",24,"0","2"
9,"2",60,"0","2"
7,"2",12,"2","4"
7,"1",10,"1","4"
11,"2",29,"1","3"
11,"2",10,"1","3"
11,"2",7,"1","3"
11,"1",5,"0","3"
11,"2",2,"0","3"
11,"1",79,"0","3"
6,"2",0,"0","3"
9,"1",2,"0","4"
9,"1",23,"2","4"
9,"1",15,"1","4"
9,"1",90,"0","4"
6,"1",0,"0","4"
8,"2",3,"0","3"
8,"1",2,"0","3"
8,"1",18,"2","3"
8,"1",0,"0","4"
8,"2",11,"2","4"
8,"2",48,"0","4"
8,"2",14,"2","3"
8,"1",12,"2","3"
8,"2",93,"0","3"
8,"2",4,"0","2"
8,"2",2,"0","2"
8,"2",1,"0","2"
6,"2",4,"0","1"
6,"2",0,"0","3"
8,"1",5,"0","3"
8,"1",3,"0","3"
8,"2",13,"1","3"
7,"2",52,"0","3"
7,"2",26,"0","3"
7,"2",10,"1","2"
7,"2",52,"0","2"
6,"2",62,"0","2"
6,"2",72,"0","2"
9,"2",8,"0","4"
9,"1",26,"3","4"
9,"1",60,"0","4"
9,"2",56,"0","4"
9,"1",19,"3","2"
9,"1",17,"2","2"
9,"2",8,"1","2"
9,"2",75,"0","2"
7,"2",19,"0","2"
7,"1",23,"1","2"
7,"2",5,"1","2"
7,"1",3,"0","2"
6,"2",1,"0","3"
6,"1",3,"0","3"
7,"2",8,"1","4"
7,"2",64,"0","4"
7,"2",26,"0","3"
7,"1",2,"0","3"
7,"2",3,"0","3"
7,"2",20,"1","3"
7,"1",10,"1","3"
7,"1",8,"1","3"
6,"1",72,"0","4"
7,"1",4,"0","4"
7,"2",13,"2","4"
12,"1",4,"0","3"
12,"2",2,"0","3"
12,"1",0,"0","3"
12,"2",25,"0","3"
12,"2",1,"0","3"
12,"1",0,"0","3"
12,"2",13,"1","3"
12,"1",0,"0","4"
12,"1",17,"0","4"
12,"1",16,"2","4"
12,"2",12,"1","4"
12,"1",8,"0","4"
12,"1",6,"0","4"
12,"2",4,"0","4"
14,"2",1,"0","4"
14,"2",21,"0","4"
14,"1",3,"0","4"
14,"1",0,"0","4"
14,"1",30,"1","4"
14,"2",19,"1","4"
14,"1",1,"0","4"
14,"1",8,"1","4"
14,"2",7,"1","4"
8,"1",8,"1","4"
8,"2",6,"0","4"
8,"2",4,"0","4"
6,"2",6,"0","2"
8,"1",5,"0","1"
8,"2",2,"0","1"
8,"2",15,"1","1"
6,"2",12,"1","1"
8,"2",1,"0","4"
8,"1",16,"2","4"
8,"1",15,"2","4"
6,"2",8,"1","2"
9,"1",3,"0","3"
9,"1",0,"0","3"
9,"1",68,"0","3"
9,"2",67,"0","3"
6,"2",55,"0","5"
6,"2",10,"1","4"
8,"2",14,"2","4"
8,"1",57,"0","4"
8,"2",54,"0","4"
8,"1",7,"1","4"
8,"2",70,"0","4"
8,"2",60,"0","4"
6,"2",61,"0","2"
10,"1",8,"0","3"
10,"2",24,"2","3"
10,"2",0,"0","3"
10,"2",19,"2","3"
10,"1",0,"0","3"
6,"1",0,"0","5"
7,"1",10,"0","3"
7,"1",85,"0","3"
6,"2",32,"1","5"
10,"1",3,"0","4"
10,"1",28,"0","4"
10,"2",26,"1","4"
10,"2",6,"0","4"
10,"2",4,"0","4"
6,"2",73,"0","5"
6,"2",10,"1","3"
6,"2",18,"2","2"
7,"1",14,"1","1"
7,"2",12,"1","1"
6,"2",24,"2","1"
7,"1",14,"2","4"
7,"2",43,"0","4"
6,"1",18,"2","4"
10,"1",8,"1","5"
10,"1",82,"0","5"
10,"2",80,"0","5"
10,"2",23,"3","5"
10,"1",0,"0","5"
8,"2",6,"1","2"
8,"2",5,"0","2"
8,"2",2,"0","2"
6,"1",10,"1","2"
7,"1",28,"3","2"
7,"2",94,"0","2"
8,"1",19,"1","2"
8,"2",13,"2","2"
8,"1",8,"1","2"
7,"1",26,"3","4"
7,"1",23,"3","4"
6,"2",72,"0","2"
6,"1",22,"2","3"
7,"2",22,"3","4"
7,"1",12,"2","4"
7,"2",22,"3","5"
7,"2",19,"3","5"
6,"1",4,"0","5"
6,"2",13,"2","5"
7,"1",8,"1","5"
7,"1",15,"2","5"
19,"2",3,"0","5"
19,"1",48,"2","5"
19,"2",41,"1","5"
19,"1",19,"3","5"
19,"1",17,"3","5"
19,"1",45,"2","5"
19,"2",40,"2","5"
19,"1",16,"2","5"
19,"2",12,"1","5"
19,"1",39,"2","5"
19,"2",35,"3","5"
19,"1",12,"2","5"
19,"1",4,"0","5"
19,"2",30,"3","5"
6,"2",13,"2","5"
8,"1",31,"2","5"
8,"2",22,"2","5"
8,"1",2,"0","5"
6,"2",57,"0","5"
6,"2",5,"0","5"
6,"1",70,"0","4"
7,"2",75,"0","4"
7,"1",22,"1","4"
7,"2",25,"2","4"
7,"2",2,"0","4"
8,"2",16,"2","5"
8,"2",13,"2","5"
8,"1",13,"2","5"
7,"2",5,"0","5"
7,"2",78,"0","5"
6,"2",0,"0","4"
7,"1",26,"3","5"
7,"2",23,"3","5"
6,"1",32,"3","5"
8,"1",13,"2","5"
8,"2",27,"2","5"
8,"1",7,"1","5"
6,"2",26,"2","5"
6,"2",16,"1","3"
12,"1",20,"2","4"
12,"1",17,"1","4"
12,"1",19,"1","4"
12,"1",19,"1","4"
12,"1",24,"1","4"
12,"1",17,"1","4"
12,"1",30,"1","4"
10,"1",20,"1","5"
10,"1",23,"2","5"
10,"2",18,"2","5"
10,"2",18,"2","5"
10,"1",24,"2","5"
11,"2",18,"2","5"
11,"2",47,"0","5"
11,"1",19,"2","5"
11,"1",18,"2","5"
11,"1",16,"2","5"
11,"1",15,"1","5"
8,"2",27,"2","5"
8,"2",4,"0","5"
8,"1",6,"1","5"
8,"2",16,"2","5"
8,"2",13,"2","5"
8,"2",11,"1","5"
7,"2",6,"1","5"
7,"1",2,"0","5"
6,"2",80,"0","5"
10,"1",38,"3","5"
10,"2",38,"3","5"
10,"1",8,"1","5"
10,"2",4,"0","5"
10,"2",20,"2","5"
6,"1",15,"2","5"
6,"1",3,"0","5"
7,"1",6,"1","5"
7,"1",0,"0","5"
7,"1",19,"3","5"
7,"2",20,"3","5"
6,"2",50,"2","5"
6,"2",7,"1","5"
8,"1",24,"3","5"
8,"2",24,"3","5"
8,"1",1,"0","5"
7,"2",4,"0","4"
7,"1",1,"0","4"
7,"1",30,"3","5"
7,"2",23,"3","5"
6,"1",10,"1","5"
6,"1",82,"0","5"
6,"2",16,"2","5"
6,"2",1,"0","5"
9,"1",40,"2","5"
9,"2",19,"3","5"
9,"2",7,"0","5"
9,"2",39,"2","5"
8,"2",70,"0","5"
8,"1",21,"3","5"
8,"1",31,"2","5"
6,"1",7,"0","5"
6,"2",2,"0","5"
7,"1",36,"3","5"
7,"2",33,"3","5"
6,"1",8,"1","5"
6,"2",17,"3","5"
6,"1",23,"3","5"
8,"1",30,"3","5"
8,"2",29,"3","5"
8,"1",3,"0","5"
7,"1",28,"1","3"
7,"1",30,"0","3"
10,"2",32,"3","5"
10,"2",25,"3","5"
10,"2",3,"0","5"
10,"1",25,"3","5"
10,"1",35,"8","5"
8,"1",13,"1","5"
8,"1",10,"1","5"
8,"1",5,"1","5"
7,"2",22,"3","4"
7,"1",83,"0","4"
8,"2",25,"3","5"
8,"1",1,"0","5"
8,"1",29,"3","5"
6,"2",62,"0","5"
7,"2",4,"0","5"
7,"2",0,"0","5"
6,"2",19,"3","5"
6,"2",1,"0","4"
7,"2",29,"3","5"
7,"2",2,"0","5"
10,"2",7,"1","5"
10,"1",35,"3","5"
10,"2",30,"3","5"
10,"2",3,"0","5"
10,"2",15,"2","5"
7,"1",18,"2","4"
7,"1",14,"1","4"
6,"1",12,"2","5"
6,"2",35,"3","5"
8,"1",13,"2","5"
8,"1",9,"1","5"
8,"1",50,"1","5"
6,"1",10,"1","4"
12,"1",5,"0","5"
12,"1",37,"3","5"
12,"2",30,"3","5"
12,"1",30,"3","5"
12,"1",27,"3","5"
12,"2",25,"3","5"
12,"2",0,"0","5"
9,"2",36,"3","5"
9,"2",11,"2","5"
9,"2",0,"0","5"
9,"2",80,"0","5"
6,"1",19,"2","5"
7,"2",33,"3","5"
7,"1",2,"0","5"
7,"1",42,"1","5"
7,"1",18,"3","5"
8,"1",22,"2","5"
8,"2",18,"3","5"
8,"2",56,"3","5"
7,"2",10,"2","5"
7,"1",19,"2","5"
6,"1",1,"0","2"
8,"2",33,"2","5"
8,"1",5,"1","5"
8,"2",15,"2","5"
6,"2",36,"0","5"
9,"1",22,"2","4"
9,"2",20,"2","4"
9,"1",3,"0","4"
9,"1",25,"2","4"
8,"2",27,"2","4"
8,"1",11,"2","4"
8,"2",19,"2","4"
6,"2",20,"3","5"
6,"2",55,"3","5"
7,"1",15,"2","4"
7,"1",14,"2","4"
8,"2",2,"0","4"
8,"2",19,"2","4"
8,"2",0,"0","4"
6,"2",0,"0","4"
6,"1",4,"0","4"
7,"2",19,"3","4"
7,"1",17,"2","4"
7,"1",22,"2","5"
7,"2",57,"0","5"
6,"1",15,"2","5"
6,"1",10,"1","5"
6,"1",18,"3","5"
13,"2",14,"2","5"
13,"1",37,"3","5"
13,"2",28,"3","5"
13,"1",6,"1","5"
13,"2",25,"3","5"
13,"2",28,"3","5"
13,"1",3,"0","5"
13,"2",43,"2","5"
6,"2",73,"1","5"
11,"2",7,"0","5"
11,"2",20,"3","5"
11,"2",0,"0","5"
11,"2",19,"2","5"
11,"1",16,"2","5"
11,"1",13,"2","5"
6,"1",52,"2","5"
7,"1",3,"0","5"
7,"2",62,"0","5"
6,"1",4,"0","5"
9,"2",25,"3","5"
9,"1",2,"0","5"
9,"2",29,"3","5"
9,"1",16,"2","5"
6,"2",24,"3","5"
8,"1",20,"1","3"
8,"1",20,"2","3"
8,"1",27,"2","3"
6,"2",19,"3","5"
7,"2",93,"0","5"
7,"2",14,"1","5"
6,"1",18,"2","4"
7,"1",65,"0","4"
7,"2",62,"0","4"
7,"2",17,"2","4"
7,"1",15,"2","4"
6,"2",69,"0","4"
8,"1",18,"2","4"
8,"1",15,"2","4"
8,"2",13,"2","4"
7,"1",16,"2","4"
7,"2",66,"0","4"
6,"2",76,"0","4"
18,"1",37,"1","4"
18,"2",17,"2","4"
18,"2",15,"2","4"
18,"1",13,"1","4"
18,"1",35,"1","4"
18,"1",12,"1","4"
18,"2",9,"1","4"
18,"2",33,"1","4"
18,"2",12,"2","4"
18,"1",5,"0","4"
18,"2",28,"2","4"
18,"1",2,"0","4"
18,"2",70,"0","4"
7,"1",9,"1","2"
7,"1",16,"2","2"
6,"2",76,"0","2"
7,"1",56,"1","1"
7,"2",49,"0","1"
8,"2",1,"0","1"
8,"1",85,"0","1"
8,"2",70,"0","1"
6,"1",60,"0","1"
7,"1",1,"0","1"
7,"2",65,"0","1"
6,"1",4,"0","1"
9,"1",26,"1","3"
9,"2",20,"1","3"
9,"1",73,"0","3"
9,"2",74,"0","3"
10,"1",9,"1","3"
10,"2",25,"1","3"
10,"1",2,"0","3"
10,"1",45,"0","3"
10,"2",48,"0","3"
8,"2",11,"1","1"
8,"2",7,"1","1"
8,"2",5,"1","1"
6,"2",70,"0","2"
9,"2",19,"2","4"
9,"2",24,"2","4"
9,"2",6,"1","4"
9,"1",4,"0","4"
6,"1",22,"3","3"
6,"2",13,"2","1"
6,"1",12,"1","3"
8,"2",12,"1","1"
8,"2",7,"1","1"
8,"1",12,"1","1"
8,"2",37,"2","1"
8,"1",79,"0","1"
8,"2",72,"0","1"
8,"2",17,"2","1"
8,"1",14,"1","1"
8,"1",11,"1","1"
6,"2",18,"2","1"
6,"2",14,"2","1"
6,"2",1,"0","1"
6,"2",5,"0","1"
8,"1",18,"2","2"
8,"2",9,"1","2"
8,"2",7,"1","2"
7,"2",7,"1","1"
7,"1",4,"0","1"
7,"2",10,"1","1"
7,"1",7,"1","1"
6,"2",71,"0","1"
8,"2",19,"2","1"
8,"2",0,"0","1"
8,"2",11,"1","1"
7,"1",5,"1","1"
7,"1",2,"0","1"
6,"1",9,"1","1"
7,"1",14,"2","1"
7,"2",12,"2","1"
7,"2",10,"1","1"
7,"1",9,"1","1"
8,"1",21,"2","1"
8,"2",18,"2","1"
8,"2",13,"2","1"
6,"2",66,"0","1"
7,"2",8,"1","2"
7,"1",3,"0","2"
6,"2",6,"1","1"
6,"1",8,"1","1"
6,"2",56,"0","1"
6,"2",4,"0","1"
6,"1",4,"0","1"
6,"1",13,"1","1"
9,"1",14,"2","1"
9,"2",12,"2","1"
9,"2",9,"1","1"
9,"1",5,"0","1"
6,"2",95,"0","1"
6,"1",16,"2","1"
8,"1",9,"1","1"
8,"1",7,"1","1"
8,"2",3,"0","1"
7,"2",9,"1","2"
7,"1",72,"0","2"
7,"2",5,"0","1"
7,"1",1,"0","1"
8,"2",7,"1","1"
8,"2",21,"3","1"
8,"1",0,"0","1"
8,"2",13,"2","2"
8,"1",15,"2","2"
8,"2",8,"1","2"
7,"2",55,"2","2"
7,"1",11,"1","2"
7,"2",1,"0","1"
7,"2",0,"0","1"
8,"1",6,"1","2"
8,"1",83,"1","2"
8,"2",62,"0","2"
6,"2",0,"0","1"
6,"2",1,"0","2"
7,"1",0,"0","5"
7,"1",36,"2","5"
9,"1",18,"3","5"
9,"1",40,"2","5"
9,"2",34,"2","5"
9,"2",10,"1","5"
6,"2",56,"1","4"
6,"1",14,"1","2"
7,"2",15,"2","4"
7,"1",26,"3","4"
6,"2",62,"0","4"
7,"1",4,"0","1"
7,"1",0,"0","1"
7,"2",10,"1","1"
7,"2",71,"0","1"
7,"2",13,"1","1"
7,"2",5,"1","1"
6,"1",10,"1","1"
6,"1",5,"1","1"
7,"1",1,"0","1"
7,"1",81,"0","1"
6,"1",7,"0","1"
6,"1",13,"2","2"
6,"1",66,"0","1"
6,"1",6,"0","1"
6,"2",1,"0","2"
7,"1",2,"0","1"
7,"1",72,"1","1"
6,"2",8,"1","1"
8,"1",21,"1","1"
8,"2",22,"1","1"
8,"2",1,"0","1"
7,"2",22,"3","3"
7,"2",0,"0","3"
6,"1",0,"0","1"
8,"1",9,"1","1"
8,"1",5,"0","1"
8,"1",2,"0","1"
6,"2",18,"2","1"
6,"2",4,"0","2"
8,"2",13,"2","2"
8,"1",10,"2","2"
8,"1",77,"0","2"
6,"2",0,"0","2"
6,"2",0,"0","1"
7,"1",10,"1","2"
7,"1",6,"1","2"
6,"2",3,"0","3"
9,"2",12,"2","2"
9,"2",10,"1","2"
9,"2",7,"1","2"
9,"2",4,"0","2"
6,"1",1,"0","1"
6,"1",92,"0","4"
7,"2",14,"2","4"
7,"2",72,"0","4"
6,"1",10,"1","3"
6,"1",21,"2","3"
6,"1",72,"2","2"
9,"2",8,"1","2"
9,"1",5,"0","2"
9,"2",3,"0","2"
9,"2",1,"0","2"
6,"2",9,"1","3"
6,"1",14,"1","2"
6,"1",12,"1","2"
6,"2",13,"2","2"
6,"2",88,"0","2"
6,"1",13,"2","3"
8,"2",9,"1","4"
8,"1",6,"0","4"
8,"2",85,"0","4"
6,"1",80,"0","2"
8,"1",32,"3","5"
8,"2",30,"2","5"
8,"1",28,"2","5"
8,"2",26,"3","5"
8,"2",10,"1","5"
8,"1",0,"0","5"
6,"1",60,"0","3"
7,"1",24,"2","4"
7,"2",22,"3","4"
6,"2",4,"0","4"
6,"2",19,"2","3"
8,"2",1,"0","3"
8,"1",24,"2","3"
8,"2",19,"2","3"
6,"2",9,"1","3"
6,"2",1,"0","3"
7,"2",3,"0","3"
7,"2",93,"0","3"
6,"2",8,"1","2"
7,"2",4,"0","3"
7,"1",27,"3","3"
6,"1",12,"1","2"
8,"2",68,"0","1"
8,"2",26,"2","1"
8,"2",0,"0","1"
6,"1",15,"2","1"
6,"2",0,"0","1"
6,"1",16,"2","2"
7,"1",17,"2","2"
7,"1",14,"2","2"
6,"2",28,"2","2"
8,"1",8,"1","1"
8,"2",5,"0","1"
8,"1",4,"0","1"
7,"1",3,"0","2"
7,"2",1,"0","2"
6,"2",83,"0","2"
8,"2",21,"2","1"
8,"2",82,"0","1"
8,"2",52,"0","1"
8,"2",21,"1","1"
8,"2",15,"2","1"
8,"1",13,"2","1"
8,"2",26,"3","4"
8,"1",1,"0","4"
8,"2",58,"0","4"
6,"1",13,"2","3"
6,"1",6,"0","5"
7,"2",1,"0","3"
7,"1",58,"0","3"
6,"2",2,"0","4"
6,"2",10,"1","4"
7,"2",58,"0","3"
7,"2",45,"2","3"
8,"1",14,"1","2"
8,"2",10,"1","2"
8,"2",7,"0","2"
6,"2",4,"0","2"
7,"2",8,"1","2"
7,"1",72,"1","2"
6,"2",5,"1","1"
6,"2",69,"0","1"
6,"1",1,"0","1"
6,"1",2,"0","2"
6,"2",19,"2","2"
7,"2",63,"0","4"
7,"2",16,"0","4"
6,"1",0,"0","3"
7,"1",12,"1","4"
7,"1",11,"1","4"
6,"2",70,"0","1"
7,"2",3,"0","1"
7,"1",0,"0","1"
6,"2",18,"1","2"
6,"1",1,"0","2"
6,"1",73,"0","1"
8,"1",2,"0","5"
8,"2",41,"1","5"
8,"2",11,"1","5"
6,"2",12,"1","3"
6,"1",1,"0","3"
6,"2",15,"2","1"
6,"2",17,"2","5"
7,"2",2,"0","3"
7,"2",63,"0","3"
7,"2",13,"2","4"
7,"1",13,"1","4"
7,"1",6,"0","5"
7,"2",14,"1","5"
7,"1",2,"0","5"
7,"1",81,"0","5"
12,"2",19,"3","5"
12,"1",0,"0","5"
12,"2",28,"1","5"
12,"2",12,"2","5"
12,"2",2,"0","5"
12,"1",74,"0","5"
12,"2",20,"2","5"
10,"2",5,"0","5"
10,"1",0,"0","5"
10,"2",25,"3","5"
10,"2",5,"0","5"
10,"2",0,"0","5"
6,"2",51,"0","5"
6,"1",20,"2","3"
7,"1",2,"0","4"
7,"2",95,"0","4"
8,"1",11,"1","3"
8,"2",9,"1","3"
8,"2",3,"0","3"
9,"2",75,"0","4"
9,"2",25,"0","4"
9,"2",14,"2","4"
9,"2",13,"1","4"
6,"2",3,"0","2"
7,"2",3,"0","2"
7,"2",24,"3","2"
7,"2",23,"3","5"
7,"1",0,"0","5"
6,"1",19,"2","5"
6,"2",0,"0","4"
6,"1",5,"0","2"
9,"2",6,"1","1"
9,"2",2,"0","1"
9,"2",1,"0","1"
9,"2",70,"0","1"
8,"2",9,"1","1"
8,"2",8,"1","1"
8,"2",5,"0","1"
10,"2",8,"1","2"
