"size","gender","age","edu","wealth"
8,"2",21,"2","1"
8,"1",8,"1","1"
6,"2",0,"0","1"
7,"2",4,"0","1"
7,"2",2,"0","1"
7,"1",10,"1","1"
7,"2",8,"1","1"
6,"1",11,"1","1"
8,"1",0,"0","1"
8,"2",15,"2","1"
8,"2",12,"1","1"
6,"2",3,"0","1"
6,"1",16,"2","1"
6,"2",1,"0","1"
7,"2",18,"2","2"
7,"2",24,"3","2"
6,"2",29,"2","1"
6,"2",52,"0","2"
6,"1",27,"2","2"
7,"1",6,"0","1"
7,"1",1,"0","1"
6,"2",70,"0","1"
7,"2",8,"1","1"
7,"2",6,"1","1"
6,"2",6,"1","1"
6,"2",7,"0","1"
7,"1",0,"0","1"
7,"1",12,"2","1"
7,"2",86,"0","2"
7,"2",71,"0","2"
6,"2",1,"0","1"
7,"1",10,"1","1"
7,"2",7,"0","1"
7,"1",7,"1","1"
7,"1",5,"1","1"
8,"2",0,"0","1"
8,"2",14,"2","1"
8,"2",10,"1","1"
6,"2",0,"0","1"
6,"1",21,"2","1"
7,"1",0,"0","1"
7,"2",8,"1","1"
6,"1",79,"0","1"
7,"2",2,"0","1"
7,"1",10,"1","1"
6,"1",1,"0","1"
8,"1",8,"1","1"
8,"1",45,"0","1"
8,"2",36,"0","1"
6,"2",70,"0","1"
8,"1",5,"0","1"
8,"2",20,"3","1"
8,"1",0,"0","1"
8,"2",17,"2","1"
8,"2",14,"2","1"
8,"1",10,"1","1"
6,"1",3,"0","1"
6,"2",3,"0","1"
7,"2",15,"1","1"
7,"2",9,"1","1"
6,"2",6,"0","1"
6,"1",3,"0","1"
10,"2",4,"0","1"
10,"1",14,"2","1"
10,"2",12,"1","1"
10,"2",11,"1","1"
10,"2",47,"0","1"
10,"2",12,"1","1"
10,"2",9,"1","1"
10,"2",6,"0","1"
10,"2",2,"0","1"
10,"1",0,"0","1"
6,"1",10,"1","1"
7,"1",2,"0","1"
7,"2",14,"2","1"
6,"2",0,"0","1"
6,"2",6,"0","1"
6,"1",4,"0","1"
7,"1",8,"1","1"
7,"2",17,"2","1"
6,"1",4,"0","1"
6,"2",2,"0","1"
8,"1",0,"0","2"
8,"2",17,"2","2"
8,"2",11,"1","2"
6,"1",2,"0","1"
9,"2",21,"2","1"
9,"1",18,"2","1"
9,"2",17,"2","1"
9,"2",12,"2","1"
6,"2",6,"0","1"
9,"1",9,"1","1"
9,"1",9,"1","1"
9,"2",3,"0","1"
9,"2",24,"2","1"
9,"1",9,"1","1"
9,"2",8,"1","1"
9,"1",3,"0","1"
9,"2",1,"0","1"
7,"1",10,"1","1"
7,"1",5,"1","1"
9,"1",6,"1","1"
9,"1",3,"0","1"
9,"1",1,"0","1"
9,"2",0,"0","1"
8,"1",7,"1","1"
8,"1",5,"1","1"
8,"2",18,"2","1"
7,"2",2,"0","1"
7,"2",1,"0","1"
7,"2",31,"0","1"
7,"1",3,"0","1"
6,"2",1,"0","1"
6,"1",2,"0","1"
6,"1",14,"2","1"
6,"1",7,"1","1"
7,"2",8,"1","1"
7,"2",4,"0","1"
8,"2",13,"2","1"
8,"1",95,"1","1"
8,"2",73,"0","1"
8,"2",14,"2","2"
8,"1",74,"0","2"
8,"2",70,"0","2"
6,"1",0,"0","1"
6,"1",25,"3","2"
6,"2",6,"1","1"
7,"1",35,"0","1"
7,"2",16,"2","1"
6,"2",0,"0","2"
6,"2",11,"1","1"
7,"2",7,"1","2"
7,"2",60,"0","2"
17,"2",11,"1","1"
17,"2",9,"1","1"
17,"1",8,"1","1"
17,"1",20,"3","1"
17,"2",33,"0","1"
17,"2",5,"1","1"
17,"2",3,"0","1"
17,"2",2,"0","1"
17,"1",0,"0","1"
17,"2",22,"3","1"
17,"2",2,"0","1"
17,"1",31,"3","1"
6,"2",2,"0","1"
9,"1",32,"3","1"
9,"2",22,"3","1"
9,"1",6,"0","1"
9,"2",8,"1","1"
7,"2",5,"1","1"
7,"1",3,"0","1"
9,"1",13,"2","1"
9,"1",11,"1","1"
9,"1",9,"1","1"
9,"2",6,"0","1"
9,"2",20,"2","1"
9,"1",4,"0","1"
9,"1",2,"0","1"
9,"1",0,"0","1"
10,"2",21,"3","1"
10,"1",2,"0","1"
10,"1",23,"3","1"
10,"2",20,"2","1"
10,"1",53,"0","1"
6,"2",13,"2","1"
9,"1",13,"2","1"
9,"2",11,"1","1"
9,"1",9,"1","1"
9,"1",6,"1","1"
7,"1",11,"2","1"
7,"2",75,"0","1"
8,"1",10,"2","1"
8,"1",8,"1","1"
8,"1",6,"0","1"
8,"2",15,"2","1"
8,"1",14,"2","1"
8,"2",11,"2","1"
9,"2",11,"2","1"
9,"2",5,"1","1"
9,"1",4,"0","1"
9,"2",60,"0","1"
6,"2",1,"0","1"
7,"1",7,"0","1"
7,"1",2,"0","1"
6,"1",11,"1","1"
12,"1",27,"2","1"
12,"2",27,"1","1"
12,"1",8,"0","1"
12,"1",5,"0","1"
12,"2",2,"0","1"
12,"2",16,"2","1"
12,"2",56,"0","1"
6,"2",10,"1","1"
6,"1",8,"1","1"
6,"1",3,"0","1"
7,"2",9,"1","1"
7,"1",73,"0","1"
7,"2",2,"0","1"
7,"2",0,"0","1"
6,"1",6,"0","1"
6,"1",23,"2","1"
6,"1",14,"1","1"
9,"2",5,"1","2"
9,"2",52,"0","2"
9,"1",18,"2","2"
9,"1",12,"1","2"
6,"2",5,"1","1"
6,"2",17,"0","1"
6,"2",0,"0","1"
6,"2",70,"0","1"
7,"2",6,"1","1"
7,"2",5,"1","1"
7,"1",5,"0","1"
7,"1",24,"3","1"
6,"1",14,"2","1"
6,"1",15,"2","1"
7,"2",6,"1","1"
7,"1",2,"0","1"
8,"1",24,"2","1"
8,"1",81,"0","1"
8,"2",74,"0","1"
11,"2",8,"1","1"
11,"2",3,"0","1"
11,"2",1,"0","1"
11,"1",26,"3","1"
11,"2",22,"2","1"
11,"1",22,"3","1"
6,"2",71,"0","1"
9,"2",1,"0","1"
9,"2",15,"2","1"
9,"1",14,"2","1"
9,"1",9,"1","1"
10,"2",6,"1","1"
10,"2",4,"0","1"
10,"2",2,"0","1"
10,"1",21,"2","1"
10,"2",20,"2","1"
8,"2",8,"1","1"
8,"1",1,"0","1"
8,"1",73,"0","1"
10,"2",2,"0","1"
10,"2",0,"0","1"
10,"1",20,"2","1"
10,"1",17,"2","1"
10,"2",8,"1","1"
7,"1",6,"0","1"
7,"2",4,"0","1"
7,"2",54,"0","1"
7,"1",14,"2","1"
11,"2",6,"1","1"
11,"1",4,"0","1"
11,"2",63,"0","1"
11,"1",21,"2","1"
11,"2",20,"2","1"
11,"2",18,"2","1"
8,"1",13,"2","1"
8,"1",10,"1","1"
8,"1",4,"0","1"
7,"1",11,"1","1"
7,"1",21,"3","1"
6,"2",71,"0","1"
11,"2",4,"0","1"
11,"1",2,"0","1"
11,"2",0,"0","1"
11,"2",75,"0","1"
11,"1",51,"2","1"
11,"1",55,"0","1"
7,"2",3,"0","1"
7,"1",0,"0","1"
6,"1",5,"0","1"
8,"1",11,"1","1"
8,"2",7,"1","1"
8,"2",3,"0","1"
6,"1",59,"1","1"
8,"2",17,"2","1"
8,"1",13,"2","1"
8,"2",11,"1","1"
7,"1",6,"1","1"
7,"1",22,"2","1"
8,"1",0,"0","1"
8,"1",17,"2","1"
8,"2",15,"2","1"
8,"2",7,"1","1"
8,"2",3,"0","1"
8,"2",0,"0","1"
8,"1",13,"1","1"
8,"2",23,"0","1"
8,"1",1,"0","1"
6,"2",55,"0","1"
6,"1",1,"0","1"
9,"2",12,"1","1"
9,"2",9,"1","1"
9,"2",5,"1","1"
9,"2",0,"0","1"
10,"1",3,"0","1"
10,"2",15,"2","1"
10,"1",13,"1","1"
10,"2",10,"1","1"
10,"1",81,"0","1"
9,"2",25,"3","1"
9,"1",4,"0","1"
9,"2",2,"0","1"
9,"2",20,"2","1"
9,"1",77,"0","1"
9,"2",62,"0","1"
9,"2",20,"2","1"
9,"2",1,"0","1"
8,"2",14,"2","2"
8,"2",20,"2","2"
8,"1",1,"0","2"
8,"2",16,"2","1"
8,"2",11,"1","1"
8,"2",81,"0","1"
8,"2",11,"1","1"
8,"1",9,"1","1"
8,"2",15,"2","1"
7,"2",5,"0","2"
7,"1",28,"3","2"
6,"1",7,"1","2"
6,"2",1,"0","1"
11,"2",1,"0","1"
11,"1",20,"2","1"
11,"2",18,"2","1"
11,"1",0,"0","1"
11,"1",67,"1","1"
11,"2",61,"0","1"
11,"1",3,"0","1"
11,"2",21,"3","1"
11,"2",18,"2","1"
11,"1",13,"1","1"
11,"2",54,"0","1"
11,"2",60,"0","1"
6,"1",11,"1","1"
7,"1",63,"0","1"
7,"2",54,"0","1"
6,"2",10,"1","1"
7,"1",0,"0","1"
7,"1",16,"2","1"
11,"1",5,"0","1"
11,"2",1,"0","1"
11,"1",57,"0","1"
11,"2",56,"0","1"
11,"2",24,"3","1"
11,"2",2,"0","1"
8,"2",15,"2","1"
8,"1",11,"1","1"
8,"2",7,"1","1"
6,"1",18,"2","1"
8,"1",5,"1","1"
8,"1",3,"0","1"
8,"2",61,"0","1"
6,"2",4,"0","1"
7,"2",13,"2","1"
7,"1",7,"1","1"
6,"2",3,"0","1"
7,"1",2,"0","1"
7,"2",12,"1","1"
8,"1",3,"0","1"
8,"1",2,"0","1"
8,"1",61,"0","1"
7,"2",0,"0","1"
7,"2",60,"0","1"
7,"2",2,"0","1"
7,"1",0,"0","1"
9,"2",10,"1","1"
9,"1",7,"1","1"
9,"2",4,"0","1"
9,"2",1,"0","1"
9,"2",16,"2","1"
9,"1",14,"2","1"
9,"2",11,"2","1"
9,"2",9,"1","1"
6,"2",70,"0","1"
6,"2",3,"0","1"
6,"2",4,"0","1"
7,"2",6,"1","1"
7,"2",4,"0","1"
6,"2",72,"0","1"
7,"2",6,"0","1"
7,"2",1,"0","1"
7,"1",6,"1","1"
7,"2",3,"0","1"
7,"1",5,"0","2"
7,"2",2,"0","2"
8,"2",22,"3","3"
8,"1",24,"3","3"
8,"2",16,"2","3"
9,"1",9,"1","2"
9,"2",7,"1","2"
9,"1",6,"0","2"
9,"2",28,"0","2"
6,"2",3,"0","1"
7,"1",13,"2","1"
7,"2",53,"0","1"
6,"2",5,"0","2"
8,"2",8,"1","2"
8,"2",6,"0","2"
8,"1",15,"2","2"
15,"1",21,"3","1"
15,"2",17,"2","1"
15,"1",14,"2","1"
15,"2",12,"1","1"
15,"2",8,"1","1"
15,"1",35,"2","1"
15,"2",32,"0","1"
15,"1",7,"1","1"
15,"1",4,"0","1"
15,"2",1,"0","1"
9,"2",15,"2","1"
9,"2",12,"1","1"
9,"1",9,"1","1"
9,"1",6,"0","1"
10,"1",8,"1","1"
10,"1",7,"1","1"
10,"2",3,"0","1"
10,"2",16,"2","1"
10,"1",14,"1","1"
6,"1",14,"2","1"
6,"1",7,"0","1"
7,"2",35,"0","1"
7,"1",13,"1","1"
12,"1",8,"0","1"
12,"2",4,"0","1"
12,"1",35,"3","1"
12,"2",30,"2","1"
12,"2",5,"1","1"
12,"1",0,"0","1"
12,"1",14,"2","1"
6,"1",14,"2","1"
6,"2",0,"0","1"
6,"1",5,"0","1"
7,"1",5,"1","1"
7,"2",4,"0","1"
6,"1",10,"1","1"
6,"1",1,"0","2"
6,"2",20,"2","2"
6,"2",56,"0","1"
7,"1",6,"0","1"
7,"1",63,"1","1"
8,"2",8,"1","1"
8,"1",5,"0","1"
8,"2",79,"0","1"
6,"2",1,"0","3"
7,"2",7,"1","2"
7,"1",2,"0","2"
9,"2",4,"0","1"
9,"1",3,"0","1"
9,"1",1,"0","1"
9,"2",12,"1","1"
12,"1",30,"2","1"
12,"2",25,"0","1"
12,"1",9,"1","1"
12,"1",7,"1","1"
12,"1",5,"0","1"
12,"1",0,"0","1"
12,"2",65,"0","1"
7,"1",9,"1","1"
7,"1",3,"0","1"
6,"1",65,"2","1"
6,"1",2,"0","1"
6,"2",7,"1","1"
7,"2",6,"1","1"
7,"1",3,"0","1"
9,"2",9,"1","2"
9,"2",7,"1","2"
9,"2",5,"1","2"
9,"2",2,"0","2"
6,"2",17,"1","3"
6,"2",18,"2","3"
6,"2",65,"0","1"
6,"2",70,"0","1"
7,"2",14,"1","4"
7,"2",11,"1","4"
6,"1",19,"2","3"
6,"2",65,"0","4"
8,"2",1,"0","4"
8,"1",26,"3","4"
8,"2",19,"2","4"
6,"2",68,"0","2"
6,"1",7,"1","2"
6,"2",80,"0","4"
6,"2",7,"1","2"
7,"2",17,"2","3"
7,"1",13,"2","3"
7,"2",18,"2","4"
7,"1",24,"2","4"
7,"2",6,"1","4"
7,"2",70,"0","4"
6,"1",4,"0","3"
9,"2",1,"0","3"
9,"1",19,"1","3"
9,"2",16,"1","3"
9,"1",10,"1","3"
6,"2",0,"0","2"
7,"1",15,"1","4"
7,"1",12,"1","4"
6,"2",42,"1","5"
9,"1",18,"0","2"
9,"2",16,"0","2"
9,"1",55,"0","2"
9,"2",51,"0","2"
8,"1",18,"0","3"
8,"2",15,"0","3"
8,"1",29,"8","3"
16,"1",44,"2","5"
16,"2",34,"0","5"
16,"1",25,"3","5"
16,"2",25,"3","5"
16,"1",22,"3","5"
16,"2",19,"3","5"
16,"2",30,"3","5"
16,"1",29,"3","5"
16,"1",24,"3","5"
16,"1",22,"3","5"
16,"2",65,"0","5"
9,"2",19,"2","4"
9,"2",15,"2","4"
9,"1",21,"3","4"
9,"1",25,"3","4"
11,"2",9,"1","4"
11,"1",31,"2","4"
11,"2",26,"2","4"
11,"2",8,"1","4"
11,"1",4,"0","4"
11,"1",17,"2","4"
11,"2",27,"3","5"
11,"2",0,"0","5"
11,"1",59,"2","5"
11,"2",57,"0","5"
11,"2",76,"0","5"
11,"1",29,"3","5"
6,"2",22,"3","3"
7,"2",7,"0","5"
7,"1",4,"0","5"
7,"2",83,"0","5"
7,"1",7,"0","5"
6,"2",56,"0","5"
7,"1",87,"3","5"
7,"2",78,"0","5"
6,"2",19,"2","4"
6,"2",5,"1","2"
7,"2",20,"2","4"
7,"1",0,"0","4"
6,"2",57,"0","2"
7,"2",22,"3","4"
7,"2",0,"0","4"
7,"1",2,"0","1"
7,"2",18,"2","1"
6,"2",7,"0","1"
7,"1",0,"0","3"
7,"2",20,"3","3"
7,"2",10,"1","2"
7,"2",63,"0","2"
7,"1",11,"0","3"
7,"2",16,"2","3"
6,"1",0,"0","1"
6,"2",62,"0","4"
6,"2",1,"0","2"
16,"1",33,"1","3"
16,"2",33,"0","3"
16,"2",11,"1","3"
16,"2",6,"1","3"
16,"2",2,"0","3"
16,"1",27,"1","3"
16,"2",27,"0","3"
16,"2",10,"1","3"
16,"2",5,"1","3"
16,"2",21,"2","3"
16,"2",65,"0","3"
6,"2",19,"2","3"
6,"1",73,"0","3"
12,"1",9,"1","4"
12,"1",35,"2","4"
12,"2",23,"3","4"
12,"2",0,"0","4"
12,"2",26,"3","4"
12,"1",90,"0","4"
12,"2",29,"0","4"
6,"2",3,"0","2"
12,"2",5,"1","2"
12,"2",23,"2","2"
12,"1",21,"2","2"
12,"2",20,"1","2"
12,"1",2,"0","2"
12,"1",17,"2","2"
12,"2",14,"2","2"
15,"1",18,"2","4"
15,"2",18,"2","4"
15,"1",1,"0","4"
15,"2",3,"0","4"
15,"1",38,"1","4"
15,"2",40,"0","4"
15,"2",17,"2","4"
15,"1",10,"0","4"
15,"1",70,"0","4"
15,"2",63,"0","4"
16,"1",15,"2","3"
16,"2",30,"0","3"
16,"1",11,"1","3"
16,"1",5,"1","3"
16,"1",27,"2","3"
16,"2",26,"2","3"
16,"1",8,"1","3"
16,"2",1,"0","3"
16,"1",23,"2","3"
16,"2",19,"1","3"
16,"2",19,"2","3"
8,"1",4,"0","3"
8,"2",23,"2","3"
8,"2",20,"2","3"
7,"2",20,"2","3"
7,"1",13,"2","3"
8,"2",0,"0","2"
8,"1",23,"2","2"
8,"2",27,"3","2"
7,"2",13,"2","4"
7,"2",10,"1","4"
6,"1",1,"0","2"
8,"1",16,"2","2"
8,"1",10,"1","2"
8,"2",25,"3","2"
6,"1",15,"1","2"
7,"2",22,"3","3"
7,"2",17,"2","3"
8,"1",20,"3","3"
8,"1",18,"2","3"
8,"2",69,"0","3"
10,"1",16,"3","2"
10,"2",14,"2","2"
10,"2",12,"1","2"
10,"2",8,"1","2"
10,"1",6,"0","2"
6,"1",13,"2","2"
7,"1",2,"0","2"
7,"2",80,"0","2"
7,"2",19,"1","3"
7,"1",4,"0","3"
6,"1",0,"0","4"
8,"1",24,"0","3"
8,"1",1,"0","3"
8,"2",16,"2","3"
6,"1",12,"1","3"
6,"2",48,"0","3"
7,"2",2,"0","2"
7,"2",0,"0","2"
9,"1",1,"0","2"
9,"1",20,"0","2"
9,"1",13,"1","2"
9,"2",8,"0","2"
6,"2",55,"0","2"
9,"1",12,"1","4"
9,"2",9,"1","4"
9,"1",58,"0","4"
9,"2",59,"0","4"
7,"2",14,"1","4"
7,"1",10,"1","4"
6,"1",10,"1","3"
8,"2",26,"2","3"
8,"2",22,"2","3"
8,"1",19,"2","3"
8,"2",3,"0","3"
8,"1",1,"0","3"
8,"2",22,"3","3"
12,"1",30,"2","2"
12,"2",28,"0","2"
12,"2",9,"1","2"
12,"1",1,"0","2"
12,"1",22,"2","2"
12,"2",24,"0","2"
12,"1",15,"2","2"
11,"1",2,"0","4"
11,"1",32,"2","4"
11,"1",29,"2","4"
11,"2",26,"2","4"
11,"2",4,"0","4"
11,"1",18,"2","4"
9,"2",32,"2","3"
9,"2",7,"1","3"
9,"2",5,"1","3"
9,"1",1,"0","3"
10,"1",0,"0","3"
10,"1",17,"2","3"
10,"2",16,"2","3"
10,"1",12,"1","3"
10,"1",10,"1","3"
6,"1",6,"1","3"
6,"2",7,"1","2"
8,"2",32,"0","2"
8,"2",11,"1","2"
8,"2",19,"2","2"
6,"1",7,"1","4"
6,"1",16,"2","3"
6,"1",13,"1","4"
6,"2",15,"2","3"
7,"2",20,"3","3"
7,"1",19,"3","3"
6,"1",20,"1","5"
6,"2",5,"0","4"
6,"2",72,"0","5"
7,"1",17,"2","5"
7,"2",76,"0","5"
6,"1",3,"0","5"
8,"2",19,"1","4"
8,"1",15,"2","4"
8,"1",11,"1","4"
6,"1",20,"2","4"
7,"1",22,"3","5"
7,"2",55,"1","5"
6,"2",16,"2","5"
6,"1",8,"1","1"
6,"1",4,"0","4"
6,"2",65,"0","4"
7,"1",8,"0","3"
7,"1",6,"0","3"
10,"2",29,"2","4"
10,"1",10,"1","4"
10,"2",9,"1","4"
10,"2",6,"0","4"
10,"2",63,"0","4"
9,"2",15,"2","3"
9,"2",13,"2","3"
9,"1",11,"1","3"
9,"1",8,"1","3"
8,"2",26,"3","4"
8,"1",23,"3","4"
8,"2",86,"0","4"
6,"2",67,"0","4"
6,"1",33,"3","5"
10,"2",24,"2","5"
10,"1",10,"1","5"
10,"1",7,"0","5"
10,"2",72,"0","5"
10,"1",33,"2","5"
9,"1",26,"3","5"
9,"2",22,"3","5"
9,"2",11,"1","5"
9,"2",22,"2","5"
6,"1",2,"0","5"
7,"2",10,"1","5"
7,"1",6,"0","5"
9,"2",24,"3","5"
9,"2",1,"0","5"
9,"2",18,"3","5"
9,"2",15,"2","5"
8,"1",7,"1","5"
8,"2",32,"3","5"
8,"2",2,"0","5"
7,"2",18,"2","2"
7,"1",17,"2","2"
7,"2",10,"1","1"
7,"2",6,"0","1"
9,"1",4,"0","4"
9,"1",30,"3","4"
9,"2",25,"3","4"
9,"2",1,"0","4"
7,"1",10,"1","4"
7,"1",7,"1","4"
6,"1",83,"0","2"
7,"1",15,"2","2"
7,"2",11,"1","2"
6,"1",4,"0","2"
11,"2",13,"2","2"
11,"1",9,"1","2"
11,"2",2,"0","2"
11,"1",75,"0","2"
11,"2",80,"0","2"
11,"2",80,"0","2"
7,"1",8,"1","2"
7,"2",54,"0","2"
6,"2",16,"2","2"
9,"2",31,"0","3"
9,"1",10,"1","3"
9,"1",6,"0","3"
9,"2",26,"2","3"
7,"1",19,"1","2"
7,"2",68,"0","2"
6,"1",13,"2","2"
7,"1",16,"2","2"
7,"2",12,"1","2"
6,"1",20,"2","4"
8,"2",13,"2","3"
8,"1",68,"0","3"
8,"2",70,"1","3"
10,"2",26,"3","4"
10,"2",23,"3","4"
10,"2",4,"0","4"
10,"1",1,"0","4"
10,"2",22,"3","4"
6,"2",7,"1","2"
7,"1",79,"0","4"
7,"2",65,"0","4"
6,"1",13,"2","5"
7,"2",2,"0","5"
7,"1",0,"0","5"
18,"2",8,"1","5"
18,"2",5,"0","5"
18,"1",4,"0","5"
18,"2",30,"1","5"
18,"1",32,"2","5"
18,"1",14,"1","5"
18,"1",10,"1","5"
18,"2",8,"1","5"
18,"2",22,"3","5"
18,"1",20,"3","5"
18,"2",34,"1","5"
18,"2",15,"2","5"
18,"1",24,"0","5"
6,"2",68,"0","5"
6,"1",6,"1","1"
6,"2",60,"0","1"
7,"1",70,"0","1"
7,"2",68,"0","1"
10,"2",2,"0","3"
10,"1",22,"1","3"
10,"2",23,"2","3"
10,"2",1,"0","3"
10,"2",94,"0","3"
11,"2",5,"0","5"
11,"1",1,"0","5"
11,"2",24,"3","5"
11,"1",3,"0","5"
11,"1",34,"3","5"
11,"2",24,"3","5"
6,"1",79,"0","3"
12,"2",22,"0","2"
12,"1",17,"2","2"
12,"1",13,"2","2"
12,"1",11,"1","2"
12,"1",25,"2","2"
12,"1",62,"0","2"
12,"2",64,"0","2"
6,"2",1,"0","3"
6,"1",2,"0","2"
7,"1",60,"1","1"
7,"1",75,"0","1"
10,"2",20,"3","2"
10,"1",16,"1","2"
10,"2",14,"2","2"
10,"2",28,"2","2"
10,"1",3,"0","2"
7,"2",11,"1","2"
7,"1",86,"0","2"
9,"2",18,"3","4"
9,"2",13,"2","4"
9,"2",10,"1","4"
9,"2",7,"1","4"
7,"1",14,"2","4"
7,"2",12,"2","4"
7,"2",24,"3","5"
7,"1",20,"0","5"
6,"2",19,"2","5"
7,"2",50,"0","4"
7,"1",22,"2","4"
6,"1",11,"1","5"
7,"2",58,"0","3"
7,"2",21,"2","3"
7,"1",4,"0","3"
7,"2",0,"0","3"
10,"1",3,"0","3"
10,"2",27,"1","3"
10,"1",4,"0","3"
10,"1",18,"3","3"
10,"1",16,"2","3"
7,"2",70,"0","2"
7,"1",6,"0","2"
7,"1",75,"0","5"
7,"2",70,"0","5"
10,"2",20,"2","2"
10,"2",27,"2","2"
10,"1",9,"0","2"
10,"1",6,"0","2"
10,"2",1,"0","2"
6,"1",3,"0","1"
6,"1",0,"0","1"
6,"1",4,"0","2"
6,"2",70,"0","3"
6,"1",8,"1","2"
10,"2",11,"1","1"
10,"2",9,"1","1"
10,"2",8,"1","1"
10,"1",6,"1","1"
10,"2",6,"1","1"
6,"1",7,"0","1"
13,"2",11,"1","2"
13,"2",8,"1","2"
13,"1",31,"2","2"
13,"2",26,"1","2"
13,"1",7,"1","2"
13,"1",5,"1","2"
13,"2",56,"0","2"
13,"1",40,"3","2"
10,"1",13,"2","2"
10,"2",11,"1","2"
10,"1",50,"2","2"
10,"2",13,"2","2"
10,"1",24,"2","2"
6,"1",11,"1","1"
12,"1",44,"1","2"
12,"2",43,"0","2"
12,"2",15,"2","2"
12,"2",12,"1","2"
12,"2",10,"1","2"
12,"2",6,"1","2"
12,"2",5,"0","2"
6,"1",6,"1","1"
6,"1",6,"0","1"
7,"2",21,"2","1"
7,"1",1,"0","1"
8,"1",2,"0","2"
8,"1",84,"0","2"
8,"2",70,"0","2"
7,"1",83,"1","1"
7,"2",75,"0","1"
6,"1",13,"2","2"
6,"2",63,"0","1"
6,"2",3,"0","4"
6,"1",17,"2","5"
9,"2",20,"3","5"
9,"1",12,"1","5"
9,"1",9,"1","5"
9,"1",14,"2","5"
9,"1",36,"2","5"
9,"2",23,"2","5"
9,"2",4,"0","5"
9,"1",1,"0","5"
7,"2",9,"1","5"
7,"1",8,"1","5"
6,"2",9,"1","3"
7,"1",15,"2","5"
7,"1",14,"2","5"
6,"1",0,"0","1"
6,"2",16,"2","1"
7,"1",4,"0","1"
7,"2",1,"0","1"
6,"2",1,"0","1"
6,"2",4,"0","2"
6,"2",68,"0","1"
7,"2",13,"1","1"
7,"1",7,"1","1"
7,"1",8,"1","1"
7,"2",7,"0","1"
8,"2",14,"2","1"
8,"1",13,"2","1"
8,"2",2,"0","1"
7,"1",62,"0","1"
7,"2",6,"0","1"
7,"2",3,"0","1"
7,"2",1,"0","1"
6,"2",2,"0","1"
6,"1",8,"0","1"
6,"2",18,"2","1"
7,"2",4,"0","2"
7,"1",0,"0","2"
6,"2",62,"0","1"
6,"2",80,"0","1"
6,"1",2,"0","1"
6,"2",6,"1","2"
7,"1",4,"0","1"
7,"2",62,"0","1"
7,"1",3,"0","1"
7,"2",72,"0","1"
10,"2",8,"1","1"
10,"2",6,"0","1"
10,"2",4,"0","1"
10,"1",1,"0","1"
10,"1",1,"0","1"
7,"2",8,"1","1"
7,"2",6,"1","1"
6,"1",70,"0","1"
6,"2",8,"1","1"
7,"1",12,"2","2"
7,"1",8,"1","2"
6,"2",54,"0","1"
6,"2",12,"1","1"
8,"1",26,"1","1"
8,"1",15,"1","1"
8,"2",11,"1","1"
7,"2",0,"0","1"
7,"2",62,"0","1"
6,"1",3,"0","1"
9,"2",24,"0","1"
9,"2",2,"0","1"
9,"2",0,"0","1"
9,"1",17,"1","1"
10,"2",26,"0","2"
10,"1",2,"0","2"
10,"1",20,"1","2"
10,"2",23,"0","2"
10,"1",12,"1","2"
8,"2",9,"1","1"
8,"1",7,"1","1"
8,"1",5,"0","1"
11,"2",5,"1","1"
11,"1",35,"3","1"
11,"2",25,"3","1"
11,"1",3,"0","1"
11,"1",1,"0","1"
11,"1",82,"0","1"
11,"2",14,"2","3"
11,"2",11,"1","3"
11,"2",8,"0","3"
11,"2",6,"0","3"
11,"2",3,"0","3"
11,"1",1,"0","3"
6,"1",4,"0","1"
7,"1",3,"0","1"
7,"2",75,"0","1"
6,"2",2,"0","1"
7,"2",5,"0","1"
7,"1",2,"0","1"
8,"2",2,"0","1"
8,"1",15,"1","1"
8,"2",12,"1","1"
7,"1",8,"1","1"
7,"2",1,"0","1"
7,"2",21,"0","1"
7,"1",12,"1","1"
6,"2",26,"1","2"
6,"1",3,"0","1"
9,"2",2,"0","1"
9,"1",0,"0","1"
9,"1",70,"0","1"
9,"2",68,"0","1"
9,"2",10,"1","1"
9,"2",8,"1","1"
9,"1",3,"0","1"
9,"2",90,"0","1"
7,"1",4,"0","2"
7,"1",3,"0","2"
7,"1",3,"0","2"
7,"2",0,"0","2"
6,"2",1,"0","2"
9,"2",8,"1","4"
9,"2",6,"0","4"
9,"1",2,"0","4"
9,"1",69,"1","4"
6,"1",7,"0","3"
9,"2",9,"1","1"
9,"2",7,"1","1"
9,"1",6,"1","1"
9,"1",3,"0","1"
8,"1",0,"0","1"
8,"1",14,"2","1"
8,"2",57,"0","1"
11,"1",27,"2","1"
11,"2",27,"0","1"
11,"2",7,"1","1"
11,"2",5,"1","1"
11,"1",0,"0","1"
11,"2",65,"0","1"
8,"2",12,"1","1"
8,"2",8,"1","1"
8,"1",1,"0","1"
6,"1",1,"0","1"
8,"2",12,"1","1"
8,"1",9,"1","1"
8,"1",6,"1","1"
7,"2",3,"0","1"
7,"1",1,"0","1"
8,"1",6,"1","1"
8,"1",10,"1","1"
8,"2",70,"0","1"
7,"2",10,"1","1"
7,"2",6,"1","1"
9,"2",22,"2","1"
9,"1",2,"0","1"
9,"1",93,"1","1"
9,"2",12,"1","1"
7,"2",5,"1","1"
7,"1",1,"0","1"
8,"2",7,"1","1"
8,"2",6,"1","1"
8,"1",2,"0","1"
10,"2",14,"1","1"
